index,timestep,plant,availability,availability_da
16204,t0140,Hydro 21,0.0193161262520077,0.0193161262520077
16205,t0140,Hydro 20,0.0193161262520077,0.0193161262520077
16206,t0140,Hydro 19,0.0058270618715686,0.0058270618715686
16207,t0140,Hydro 18,0.2319999999999999,0.2319999999999999
16208,t0140,Hydro 17,0.2319999999999999,0.2319999999999999
16209,t0140,Hydro 16,0.2319999999999999,0.2319999999999999
16210,t0140,Hydro 28,0.0,0.0
16211,t0140,Wind 13,0.0230953928673032,0.0130094066091795
16212,t0140,Wind 15,0.265478195299038,0.0843818978887332
16213,t0140,Solar 23,0.0,0.0
16214,t0140,Solar 22,0.0,0.0
16215,t0140,Solar 21,0.0,0.0
16216,t0140,Solar 20,0.0,0.0
16217,t0140,Solar 01,0.0,0.0
16218,t0140,Solar 19,0.0,0.0
16219,t0140,Solar 18,0.0,0.0
16220,t0140,Wind 14,0.0070692459722886,0.1299694287947867
16221,t0140,Solar 16,0.0,0.0
16222,t0140,Solar 15,0.0,0.0
16223,t0140,Solar 14,0.0,0.0
16224,t0140,Solar 13,0.0,0.0
16225,t0140,Solar 12,0.0,0.0
16226,t0140,Solar 17,0.0,0.0
16227,t0140,Solar 10,0.0,0.0
16228,t0140,Solar 11,0.0,0.0
16229,t0140,Wind 16,0.0327094443567226,0.1701359576449163
16230,t0140,Wind 17,0.003811100909378,0.007967725432908
16231,t0140,Wind 01,0.0,0.0005427707240153
16232,t0140,Wind 03,0.0884854909807608,0.0216170806599979
16233,t0140,Wind 02,0.0,6.880901700931579e-06
16234,t0140,Wind 05,0.0,4.486269007789427e-05
16235,t0140,Wind 06,0.0079433590665331,0.003669871487844
16236,t0140,Wind 07,0.0,0.0002717206478645
16237,t0140,Wind 08,0.0,6.996012908109035e-05
16238,t0140,Wind 09,0.0,0.0001056857072887
16239,t0140,Wind 04,0.020804172892791,0.0237385549237204
16240,t0141,Solar 43,0.0,0.0
16241,t0141,Solar 40,0.0,0.0
16242,t0141,Solar 41,0.0,0.0
16243,t0141,Solar 42,0.0,0.0
16244,t0141,Solar 44,0.0,0.0
16245,t0141,Solar 04,0.0,0.0
16246,t0141,Solar 46,0.0,0.0
16247,t0141,Solar 47,0.0,0.0
16248,t0141,Solar 48,0.0,0.0
16249,t0141,Solar 49,0.0,0.0
16250,t0141,Solar 45,0.0,0.0
16251,t0141,Solar 03,0.0,0.0
16252,t0141,Solar 27,0.0,0.0
16253,t0141,Solar 38,0.0,0.0
16254,t0141,Solar 37,0.0,0.0
16255,t0141,Solar 36,0.0,0.0
16256,t0141,Solar 35,0.0,0.0
16257,t0141,Solar 34,0.0,0.0
16258,t0141,Solar 33,0.0,0.0
16259,t0141,Solar 32,0.0,0.0
16260,t0141,Solar 31,0.0,0.0
16261,t0141,Solar 30,0.0,0.0
16262,t0141,Solar 02,0.0,0.0
16263,t0141,Solar 29,0.0,0.0
16264,t0141,Solar 28,0.0,0.0
16265,t0141,Solar 50,0.0,0.0
16266,t0141,Solar 39,0.0,0.0
16267,t0141,Solar 51,0.0,0.0
16268,t0141,Solar 64,0.0,0.0
16269,t0141,Solar 53,0.0,0.0
16270,t0141,Solar 26,0.0,0.0
16271,t0141,Solar 08,0.0,0.0
16272,t0141,Solar 07,0.0,0.0
16273,t0141,Solar 75,0.0,0.0
16274,t0141,Solar 74,0.0,0.0
16275,t0141,Solar 73,0.0,0.0
16276,t0141,Solar 72,0.0,0.0
16277,t0141,Solar 71,0.0,0.0
16278,t0141,Solar 70,0.0,0.0
16279,t0141,Solar 06,0.0,0.0
16280,t0141,Solar 69,0.0,0.0
16281,t0141,Solar 68,0.0,0.0
16282,t0141,Solar 52,0.0,0.0
16283,t0141,Solar 67,0.0,0.0
16284,t0141,Solar 65,0.0,0.0
16285,t0141,Solar 63,0.0,0.0
16286,t0141,Solar 62,0.0,0.0
16287,t0141,Solar 61,0.0,0.0
16288,t0141,Solar 60,0.0,0.0
16289,t0141,Solar 05,0.0,0.0
16290,t0141,Solar 59,0.0,0.0
16291,t0141,Solar 58,0.0,0.0
16292,t0141,Solar 57,0.0,0.0
16293,t0141,Solar 56,0.0,0.0
16294,t0141,Solar 55,0.0,0.0
16295,t0141,Solar 54,0.0,0.0
16296,t0141,Solar 66,0.0,0.0
16297,t0141,Solar 25,0.0,0.0
16298,t0141,Solar 09,0.0,0.0
16299,t0141,Solar 23,0.0,0.0
16300,t0141,Wind 10,0.0,8.339257804386144e-05
16301,t0141,Hydro 43,0.0373846153846153,0.0373846153846153
16302,t0141,Hydro 42,0.0264117805942239,0.0264117805942239
16303,t0141,Hydro 41,0.0264117805942239,0.0264117805942239
16304,t0141,Hydro 40,0.0204302073661405,0.0204302073661405
16305,t0141,Hydro 35,0.2315,0.2315
16306,t0141,Hydro 34,0.0180853837233344,0.0180853837233344
16307,t0141,Hydro 33,0.0180853837233344,0.0180853837233344
16308,t0141,Hydro 32,0.2315,0.2315
16309,t0141,Hydro 31,0.2314999999999999,0.2314999999999999
16310,t0141,Hydro 30,0.2314999999999999,0.2314999999999999
16311,t0141,Hydro 29,0.0,0.0
16312,t0141,Wind 11,0.0,0.0001380033507578
16313,t0141,Hydro 28,0.0,0.0
16314,t0141,Hydro 26,0.0315174893527892,0.0315174893527892
16315,t0141,Hydro 25,0.0315174893527892,0.0315174893527892
16316,t0141,Hydro 24,0.0,0.0
16317,t0141,Hydro 23,0.0,0.0
16318,t0141,Hydro 22,0.0193535787507998,0.0193535787507998
16319,t0141,Hydro 21,0.0193535787507998,0.0193535787507998
16320,t0141,Hydro 20,0.0193535787507998,0.0193535787507998
16321,t0141,Hydro 19,0.0037659613842452,0.0037659613842452
16322,t0141,Hydro 18,0.2315,0.2315
16323,t0141,Hydro 17,0.2314999999999999,0.2314999999999999
16324,t0141,Hydro 16,0.2314999999999999,0.2314999999999999
16325,t0141,Hydro 27,0.0315174893527892,0.0315174893527892
16326,t0141,Wind 12,0.0999885854710254,0.0259051118772795
16327,t0141,Solar 24,0.0,0.0
16328,t0141,Wind 14,0.0222928796801613,0.160863936211807
16329,t0141,Solar 22,0.0,0.0
16330,t0141,Solar 21,0.0,0.0
16331,t0141,Solar 20,0.0,0.0
16332,t0141,Solar 01,0.0,0.0
16333,t0141,Solar 19,0.0,0.0
16334,t0141,Solar 18,0.0,0.0
16335,t0141,Solar 17,0.0,0.0
16336,t0141,Wind 13,0.0156324638514412,0.0118013097792388
16337,t0141,Solar 15,0.0,0.0
16338,t0141,Solar 14,0.0,0.0
16339,t0141,Solar 13,0.0,0.0
16340,t0141,Solar 12,0.0,0.0
16341,t0141,Solar 11,0.0,0.0
16342,t0141,Solar 16,0.0,0.0
16343,t0141,Wind 09,0.0,9.557224380298193e-05
16344,t0141,Solar 10,0.0,0.0
16345,t0141,Wind 15,0.1388378659617307,0.093327082156053
16346,t0141,Wind 16,0.0690503002772849,0.2135557363978789
16347,t0141,Wind 17,0.0029429444951365,0.0120405190145826
16348,t0141,Wind 02,0.0,1.4823228377931578e-05
16349,t0141,Wind 01,0.0,0.0007697936130062
16350,t0141,Wind 04,0.007479566503288,0.0215202895637934
16351,t0141,Wind 05,0.0,4.056960869342072e-05
16352,t0141,Wind 06,0.0038197690761003,0.0035053748967467
16353,t0141,Wind 07,0.0,0.0004284182924026
16354,t0141,Wind 08,0.0,6.326537982018072e-05
16355,t0141,Wind 03,0.0563253854140069,0.0198623050055958
16356,t0142,Solar 44,0.0,0.0
16357,t0142,Solar 41,0.0,0.0
16358,t0142,Solar 42,0.0,0.0
16359,t0142,Solar 43,0.0,0.0
16360,t0142,Solar 45,0.0,0.0
16361,t0142,Solar 50,0.0,0.0
16362,t0142,Solar 47,0.0,0.0
16363,t0142,Solar 48,0.0,0.0
16364,t0142,Solar 49,0.0,0.0
16365,t0142,Solar 04,0.0,0.0
16366,t0142,Solar 46,0.0,0.0
16367,t0142,Solar 40,0.0,0.0
16368,t0142,Solar 28,0.0,0.0
16369,t0142,Solar 39,0.0,0.0
16370,t0142,Solar 38,0.0,0.0
16371,t0142,Solar 37,0.0,0.0
16372,t0142,Solar 36,0.0,0.0
16373,t0142,Solar 35,0.0,0.0
16374,t0142,Solar 34,0.0,0.0
16375,t0142,Solar 33,0.0,0.0
16376,t0142,Solar 32,0.0,0.0
16377,t0142,Solar 31,0.0,0.0
16378,t0142,Solar 30,0.0,0.0
16379,t0142,Solar 02,0.0,0.0
16380,t0142,Solar 29,0.0,0.0
16381,t0142,Solar 51,0.0,0.0
16382,t0142,Solar 03,0.0,0.0
16383,t0142,Solar 52,0.0,0.0
16384,t0142,Solar 65,0.0,0.0
16385,t0142,Solar 54,0.0,0.0
16386,t0142,Solar 27,0.0,0.0
16387,t0142,Solar 09,0.0,0.0
16388,t0142,Solar 08,0.0,0.0
16389,t0142,Solar 07,0.0,0.0
16390,t0142,Solar 75,0.0,0.0
16391,t0142,Solar 74,0.0,0.0
16392,t0142,Solar 73,0.0,0.0
16393,t0142,Solar 72,0.0,0.0
16394,t0142,Solar 71,0.0,0.0
16395,t0142,Solar 70,0.0,0.0
16396,t0142,Solar 06,0.0,0.0
16397,t0142,Solar 69,0.0,0.0
16398,t0142,Solar 53,0.0,0.0
16399,t0142,Solar 68,0.0,0.0
16400,t0142,Solar 66,0.0,0.0
16401,t0142,Solar 64,0.0,0.0
16402,t0142,Solar 63,0.0,0.0
16403,t0142,Solar 62,0.0,0.0
16404,t0142,Solar 61,0.0,0.0
16405,t0142,Solar 60,0.0,0.0
16406,t0142,Solar 05,0.0,0.0
16407,t0142,Solar 59,0.0,0.0
16408,t0142,Solar 58,0.0,0.0
16409,t0142,Solar 57,0.0,0.0
16410,t0142,Solar 56,0.0,0.0
16411,t0142,Solar 55,0.0,0.0
16412,t0142,Solar 67,0.0,0.0
16413,t0142,Solar 26,0.0,0.0
16414,t0142,Solar 25,0.0,0.0
16415,t0142,Solar 24,0.0,0.0
16416,t0142,Wind 11,0.0,0.0001356552819094
16417,t0142,Wind 10,0.0,7.611227421630722e-05
16418,t0142,Hydro 43,0.0311104261592066,0.0311104261592066
16419,t0142,Hydro 42,0.0264117805942239,0.0264117805942239
16420,t0142,Hydro 41,0.0264117805942239,0.0264117805942239
16421,t0142,Hydro 40,0.0170014443412772,0.0170014443412772
16422,t0142,Hydro 35,0.2315,0.2315
16423,t0142,Hydro 34,0.0273864382096207,0.0273864382096207
16424,t0142,Hydro 33,0.0273864382096207,0.0273864382096207
16425,t0142,Hydro 32,0.2315,0.2315
16426,t0142,Hydro 31,0.2314999999999999,0.2314999999999999
16427,t0142,Hydro 30,0.2314999999999999,0.2314999999999999
16428,t0142,Wind 12,0.0787733298091574,0.0236662992808688
16429,t0142,Hydro 29,0.0,0.0
16430,t0142,Hydro 27,0.0315174893527892,0.0315174893527892
16431,t0142,Hydro 26,0.0315174893527892,0.0315174893527892
16432,t0142,Hydro 25,0.0315174893527892,0.0315174893527892
16433,t0142,Hydro 24,0.0,0.0
16434,t0142,Hydro 23,0.0,0.0
16435,t0142,Hydro 22,0.0193816681248939,0.0193816681248939
16436,t0142,Hydro 21,0.0193816681248939,0.0193816681248939
16437,t0142,Hydro 20,0.0193816681248939,0.0193816681248939
16438,t0142,Hydro 19,0.0034436493738819,0.0034436493738819
16439,t0142,Hydro 18,0.2315,0.2315
16440,t0142,Hydro 17,0.2314999999999999,0.2314999999999999
16441,t0142,Hydro 16,0.2314999999999999,0.2314999999999999
16442,t0142,Hydro 28,0.0,0.0
16443,t0142,Wind 13,0.0093857982187547,0.0105775038376137
16444,t0142,Wind 15,0.1197853431010144,0.108930439368666
16445,t0142,Solar 23,0.0,0.0
16446,t0142,Solar 22,0.0,0.0
16447,t0142,Solar 21,0.0,0.0
16448,t0142,Solar 20,0.0,0.0
16449,t0142,Solar 01,0.0,0.0
16450,t0142,Solar 19,0.0,0.0
16451,t0142,Solar 18,0.0,0.0
16452,t0142,Wind 14,0.0141719972552665,0.189019958090304
16453,t0142,Solar 16,0.0,0.0
16454,t0142,Solar 15,0.0,0.0
16455,t0142,Solar 14,0.0,0.0
16456,t0142,Solar 13,0.0,0.0
16457,t0142,Solar 12,0.0,0.0
16458,t0142,Solar 17,0.0,0.0
16459,t0142,Solar 10,0.0,0.0
16460,t0142,Solar 11,0.0,0.0
16461,t0142,Wind 16,0.0544291966048832,0.2485475746644174
16462,t0142,Wind 17,0.000708452566296,0.0213290762022266
16463,t0142,Wind 01,0.0,0.0011130338474111
16464,t0142,Wind 03,0.0075058502864956,0.0184146149382084
16465,t0142,Wind 02,0.0,1.522279272073421e-05
16466,t0142,Wind 05,0.0,3.702781772427808e-05
16467,t0142,Wind 06,0.0019600317246511,0.0032679737791812
16468,t0142,Wind 07,0.0,0.0005386714463281
16469,t0142,Wind 08,0.0,5.774221063679517e-05
16470,t0142,Wind 09,0.0,8.722863576709637e-05
16471,t0142,Wind 04,0.0001652776165138,0.0196902210393492
16472,t0143,Solar 44,0.0,0.0
16473,t0143,Solar 41,0.0,0.0
16474,t0143,Solar 42,0.0,0.0
16475,t0143,Solar 43,0.0,0.0
16476,t0143,Solar 45,0.0,0.0
16477,t0143,Solar 50,0.0,0.0
16478,t0143,Solar 47,0.0,0.0
16479,t0143,Solar 48,0.0,0.0
16480,t0143,Solar 49,0.0,0.0
16481,t0143,Solar 04,0.0,0.0
16482,t0143,Solar 46,0.0,0.0
16483,t0143,Solar 40,0.0,0.0
16484,t0143,Solar 28,0.0,0.0
16485,t0143,Solar 39,0.0,0.0
16486,t0143,Solar 38,0.0,0.0
16487,t0143,Solar 37,0.0,0.0
16488,t0143,Solar 36,0.0,0.0
16489,t0143,Solar 35,0.0,0.0
16490,t0143,Solar 34,0.0,0.0
16491,t0143,Solar 33,0.0,0.0
16492,t0143,Solar 32,0.0,0.0
16493,t0143,Solar 31,0.0,0.0
16494,t0143,Solar 30,0.0,0.0
16495,t0143,Solar 02,0.0,0.0
16496,t0143,Solar 29,0.0,0.0
16497,t0143,Solar 51,0.0,0.0
16498,t0143,Solar 03,0.0,0.0
16499,t0143,Solar 52,0.0,0.0
16500,t0143,Solar 65,0.0,0.0
16501,t0143,Solar 54,0.0,0.0
16502,t0143,Solar 27,0.0,0.0
16503,t0143,Solar 09,0.0,0.0
16504,t0143,Solar 08,0.0,0.0
16505,t0143,Solar 07,0.0,0.0
16506,t0143,Solar 75,0.0,0.0
16507,t0143,Solar 74,0.0,0.0
16508,t0143,Solar 73,0.0,0.0
16509,t0143,Solar 72,0.0,0.0
16510,t0143,Solar 71,0.0,0.0
16511,t0143,Solar 70,0.0,0.0
16512,t0143,Solar 06,0.0,0.0
16513,t0143,Solar 69,0.0,0.0
16514,t0143,Solar 53,0.0,0.0
16515,t0143,Solar 68,0.0,0.0
16516,t0143,Solar 66,0.0,0.0
16517,t0143,Solar 64,0.0,0.0
16518,t0143,Solar 63,0.0,0.0
16519,t0143,Solar 62,0.0,0.0
16520,t0143,Solar 61,0.0,0.0
16521,t0143,Solar 60,0.0,0.0
16522,t0143,Solar 05,0.0,0.0
16523,t0143,Solar 59,0.0,0.0
16524,t0143,Solar 58,0.0,0.0
16525,t0143,Solar 57,0.0,0.0
16526,t0143,Solar 56,0.0,0.0
16527,t0143,Solar 55,0.0,0.0
16528,t0143,Solar 67,0.0,0.0
16529,t0143,Solar 26,0.0,0.0
16530,t0143,Solar 24,0.0,0.0
16531,t0143,Wind 11,0.0,0.0001247665631877
16532,t0143,Wind 10,0.0,7.000292906533133e-05
16533,t0143,Hydro 43,0.0203639774859287,0.0203639774859287
16534,t0143,Hydro 42,0.0266000519426553,0.0266000519426553
16535,t0143,Hydro 41,0.0266000519426553,0.0266000519426553
16536,t0143,Hydro 40,0.0111286495409058,0.0111286495409058
16537,t0143,Hydro 35,0.2317,0.2317
16538,t0143,Hydro 34,0.028592130457843,0.028592130457843
16539,t0143,Hydro 33,0.028592130457843,0.028592130457843
16540,t0143,Hydro 32,0.2317,0.2317
16541,t0143,Hydro 31,0.2317,0.2317
16542,t0143,Hydro 29,0.0,0.0
16543,t0143,Wind 12,0.052375613386616,0.0217000702355265
16544,t0143,Hydro 28,0.0,0.0
16545,t0143,Hydro 26,0.0315447182852754,0.0315447182852754
16546,t0143,Hydro 25,0.0315447182852754,0.0315447182852754
16547,t0143,Hydro 24,0.0,0.0
16548,t0143,Hydro 23,0.0,0.0
16549,t0143,Hydro 22,0.0193535787507998,0.0193535787507998
16550,t0143,Hydro 21,0.0193535787507998,0.0193535787507998
16551,t0143,Hydro 20,0.0193535787507998,0.0193535787507998
16552,t0143,Hydro 19,0.0017557522669792,0.0017557522669792
16553,t0143,Hydro 18,0.2316999999999999,0.2316999999999999
16554,t0143,Hydro 17,0.2317,0.2317
16555,t0143,Hydro 16,0.2317,0.2317
16556,t0143,Solar 25,0.0,0.0
16557,t0143,Hydro 27,0.0315447182852754,0.0315447182852754
16558,t0143,Wind 13,0.0038025696629537,0.0093968958840096
16559,t0143,Hydro 30,0.2317,0.2317
16560,t0143,Wind 15,0.0936724515975876,0.129198701128602
16561,t0143,Wind 14,0.0060166253824475,0.213053350815902
16562,t0143,Solar 22,0.0,0.0
16563,t0143,Solar 21,0.0,0.0
16564,t0143,Solar 20,0.0,0.0
16565,t0143,Solar 01,0.0,0.0
16566,t0143,Solar 19,0.0,0.0
16567,t0143,Solar 18,0.0,0.0
16568,t0143,Solar 17,0.0,0.0
16569,t0143,Solar 16,0.0,0.0
16570,t0143,Solar 15,0.0,0.0
16571,t0143,Solar 14,0.0,0.0
16572,t0143,Solar 13,0.0,0.0
16573,t0143,Solar 12,0.0,0.0
16574,t0143,Solar 23,0.0,0.0
16575,t0143,Solar 10,0.0,0.0
16576,t0143,Solar 11,0.0,0.0
16577,t0143,Wind 17,0.0002546444020128,0.0385292362615524
16578,t0143,Wind 01,0.0,0.0014662077244597
16579,t0143,Wind 02,0.0,1.4000895918728948e-05
16580,t0143,Wind 03,8.470433192523e-05,0.0171814908811542
16581,t0143,Wind 04,0.0,0.0181517284432996
16582,t0143,Wind 16,0.0370316791240055,0.270823215790224
16583,t0143,Wind 06,0.0011684484095454,0.0029605837012673
16584,t0143,Wind 07,0.0,0.0006205628080923
16585,t0143,Wind 08,0.0,5.3107382888042166e-05
16586,t0143,Wind 09,0.0,8.022700770778313e-05
16587,t0143,Wind 05,0.0,3.4055685747167904e-05
16588,t0144,Solar 41,0.0,0.0
16589,t0144,Solar 42,0.0,0.0
16590,t0144,Solar 43,0.0,0.0
16591,t0144,Solar 04,0.0,0.0
16592,t0144,Solar 44,0.0,0.0
16593,t0144,Solar 46,0.0,0.0
16594,t0144,Solar 47,0.0,0.0
16595,t0144,Solar 48,0.0,0.0
16596,t0144,Solar 49,0.0,0.0
16597,t0144,Solar 40,0.0,0.0
16598,t0144,Solar 45,0.0,0.0
16599,t0144,Solar 03,0.0,0.0
16600,t0144,Solar 33,0.0,0.0
16601,t0144,Solar 38,0.0,0.0
16602,t0144,Solar 37,0.0,0.0
16603,t0144,Solar 36,0.0,0.0
16604,t0144,Solar 35,0.0,0.0
16605,t0144,Solar 34,0.0,0.0
16606,t0144,Solar 32,0.0,0.0
16607,t0144,Solar 31,0.0,0.0
16608,t0144,Solar 30,0.0,0.0
16609,t0144,Solar 02,0.0,0.0
16610,t0144,Solar 29,0.0,0.0
16611,t0144,Solar 28,0.0,0.0
16612,t0144,Solar 50,0.0,0.0
16613,t0144,Solar 39,0.0,0.0
16614,t0144,Solar 51,0.0,0.0
16615,t0144,Solar 27,0.0,0.0
16616,t0144,Solar 53,0.0,0.0
16617,t0144,Solar 08,0.0,0.0
16618,t0144,Solar 07,0.0,0.0
16619,t0144,Solar 75,0.0,0.0
16620,t0144,Solar 74,0.0,0.0
16621,t0144,Solar 73,0.0,0.0
16622,t0144,Solar 72,0.0,0.0
16623,t0144,Solar 71,0.0,0.0
16624,t0144,Solar 70,0.0,0.0
16625,t0144,Solar 06,0.0,0.0
16626,t0144,Solar 69,0.0,0.0
16627,t0144,Solar 68,0.0,0.0
16628,t0144,Solar 67,0.0,0.0
16629,t0144,Solar 52,0.0,0.0
16630,t0144,Solar 66,0.0,0.0
16631,t0144,Solar 64,0.0,0.0
16632,t0144,Solar 63,0.0,0.0
16633,t0144,Solar 62,0.0,0.0
16634,t0144,Solar 61,0.0,0.0
16635,t0144,Solar 60,0.0,0.0
16636,t0144,Solar 05,0.0,0.0
16637,t0144,Solar 59,0.0,0.0
16638,t0144,Solar 58,0.0,0.0
16639,t0144,Solar 57,0.0,0.0
16640,t0144,Solar 56,0.0,0.0
16641,t0144,Solar 55,0.0,0.0
16642,t0144,Solar 54,0.0,0.0
16643,t0144,Solar 65,0.0,0.0
16644,t0144,Solar 26,0.0,0.0
16645,t0144,Solar 09,0.0,0.0
16646,t0144,Solar 25,0.0,0.0
16647,t0144,Wind 10,0.0,6.720281322811445e-05
16648,t0144,Hydro 43,0.0330426159206646,0.0330426159206646
16649,t0144,Hydro 42,0.0264566071057552,0.0264566071057552
16650,t0144,Hydro 41,0.0264566071057552,0.0264566071057552
16651,t0144,Hydro 40,0.018057360982152,0.018057360982152
16652,t0144,Hydro 35,0.2306,0.2306
16653,t0144,Hydro 34,0.0289107776948732,0.0289107776948732
16654,t0144,Hydro 33,0.0289107776948732,0.0289107776948732
16655,t0144,Hydro 32,0.2306,0.2306
16656,t0144,Hydro 31,0.2306,0.2306
16657,t0144,Hydro 30,0.2306,0.2306
16658,t0144,Hydro 29,0.0,0.0
16659,t0144,Wind 11,0.0,0.0001197759016818
16660,t0144,Hydro 28,0.0,0.0
16661,t0144,Hydro 26,0.0313949591566012,0.0313949591566012
16662,t0144,Hydro 25,0.0313949591566012,0.0313949591566012
16663,t0144,Hydro 24,0.0,0.0
16664,t0144,Hydro 23,0.0,0.0
16665,t0144,Hydro 22,0.0197468299881165,0.0197468299881165
16666,t0144,Hydro 21,0.0197468299881165,0.0197468299881165
16667,t0144,Hydro 20,0.0197468299881165,0.0197468299881165
16668,t0144,Hydro 19,0.0046226327802109,0.0046226327802109
16669,t0144,Hydro 18,0.2305999999999999,0.2305999999999999
16670,t0144,Hydro 17,0.2305999999999999,0.2305999999999999
16671,t0144,Hydro 16,0.2306,0.2306
16672,t0144,Hydro 27,0.0313949591566012,0.0313949591566012
16673,t0144,Wind 12,0.0248044794978324,0.019601824667344
16674,t0144,Solar 24,0.0,0.0
16675,t0144,Wind 14,0.0016559229792124,0.2422633795842782
16676,t0144,Solar 23,0.0,0.0
16677,t0144,Solar 22,0.0,0.0
16678,t0144,Solar 21,0.0,0.0
16679,t0144,Solar 20,0.0,0.0
16680,t0144,Solar 01,0.0,0.0
16681,t0144,Solar 19,0.0,0.0
16682,t0144,Solar 18,0.0,0.0
16683,t0144,Wind 13,0.0012898437060432,0.0082869116693422
16684,t0144,Solar 16,0.0,0.0
16685,t0144,Solar 15,0.0,0.0
16686,t0144,Solar 14,0.0,0.0
16687,t0144,Solar 13,0.0,0.0
16688,t0144,Solar 12,0.0,0.0
16689,t0144,Solar 17,0.0,0.0
16690,t0144,Solar 10,0.0,0.0
16691,t0144,Solar 11,0.0,0.0
16692,t0144,Wind 16,0.0404404529438204,0.2963120603235719
16693,t0144,Wind 17,0.0003434487618705,0.0610508096917109
16694,t0144,Wind 01,0.0,0.0015933189526153
16695,t0144,Wind 02,0.0,1.3440859749989477e-05
16696,t0144,Wind 03,0.0,0.0116278280399547
16697,t0144,Wind 15,0.0505257761439758,0.1524911320358732
16698,t0144,Wind 05,0.0,3.2693458451343904e-05
16699,t0144,Wind 06,0.0007775348298999,0.0026415919087906
16700,t0144,Wind 07,0.0,0.0006545936445587
16701,t0144,Wind 08,0.0,5.098308785069277e-05
16702,t0144,Wind 09,0.0,7.701792845564457e-05
16703,t0144,Wind 04,0.0,0.0121621822188928
16704,t0145,Solar 40,0.0,0.0
16705,t0145,Solar 41,0.0,0.0
16706,t0145,Solar 42,0.0,0.0
16707,t0145,Solar 43,0.0,0.0
16708,t0145,Solar 44,0.0,0.0
16709,t0145,Solar 47,0.0,0.0
16710,t0145,Solar 46,0.0,0.0
16711,t0145,Solar 48,0.0,0.0
16712,t0145,Solar 49,0.0,0.0
16713,t0145,Solar 04,0.0,0.0
16714,t0145,Solar 45,0.0,0.0
16715,t0145,Solar 03,0.0,0.0
16716,t0145,Solar 27,0.0,0.0
16717,t0145,Solar 38,0.0,0.0
16718,t0145,Solar 37,0.0,0.0
16719,t0145,Solar 36,0.0,0.0
16720,t0145,Solar 35,0.0,0.0
16721,t0145,Solar 34,0.0,0.0
16722,t0145,Solar 33,0.0,0.0
16723,t0145,Solar 32,0.0,0.0
16724,t0145,Solar 31,0.0,0.0
16725,t0145,Solar 30,0.0,0.0
16726,t0145,Solar 02,0.0,0.0
16727,t0145,Solar 29,0.0,0.0
16728,t0145,Solar 28,0.0,0.0
16729,t0145,Solar 50,0.0,0.0
16730,t0145,Solar 39,0.0,0.0
16731,t0145,Solar 51,0.0,0.0
16732,t0145,Solar 64,0.0,0.0
16733,t0145,Solar 53,0.0,0.0
16734,t0145,Solar 26,0.0,0.0
16735,t0145,Solar 08,0.0,0.0
16736,t0145,Solar 07,0.0,0.0
16737,t0145,Solar 75,0.0,0.0
16738,t0145,Solar 74,0.0,0.0
16739,t0145,Solar 73,0.0,0.0
16740,t0145,Solar 72,0.0,0.0
16741,t0145,Solar 71,0.0,0.0
16742,t0145,Solar 70,0.0,0.0
16743,t0145,Solar 06,0.0,0.0
16744,t0145,Solar 69,0.0,0.0
16745,t0145,Solar 68,0.0,0.0
16746,t0145,Solar 52,0.0,0.0
16747,t0145,Solar 67,0.0,0.0
16748,t0145,Solar 65,0.0,0.0
16749,t0145,Solar 63,0.0,0.0
16750,t0145,Solar 62,0.0,0.0
16751,t0145,Solar 61,0.0,0.0
16752,t0145,Solar 60,0.0,0.0
16753,t0145,Solar 05,0.0,0.0
16754,t0145,Solar 59,0.0,0.0
16755,t0145,Solar 58,0.0,0.0
16756,t0145,Solar 57,0.0,0.0
16757,t0145,Solar 56,0.0,0.0
16758,t0145,Solar 55,0.0,0.0
16759,t0145,Solar 54,0.0,0.0
16760,t0145,Solar 66,0.0,0.0
16761,t0145,Solar 25,0.0,0.0
16762,t0145,Solar 09,0.0,0.0
16763,t0145,Solar 23,0.0,0.0
16764,t0145,Wind 10,0.0,3.3601406614054214e-05
16765,t0145,Hydro 43,0.0310670061645671,0.0310670061645671
16766,t0145,Hydro 42,0.0265641907334302,0.0265641907334302
16767,t0145,Hydro 41,0.0265641907334302,0.0265641907334302
16768,t0145,Hydro 40,0.0169777158774373,0.0169777158774373
16769,t0145,Hydro 35,0.2134,0.2134
16770,t0145,Hydro 34,0.0032639811576875,0.0032639811576875
16771,t0145,Hydro 33,0.0032639811576875,0.0032639811576875
16772,t0145,Hydro 32,0.2134,0.2134
16773,t0145,Hydro 31,0.2134,0.2134
16774,t0145,Hydro 30,0.2134,0.2134
16775,t0145,Hydro 29,0.0,0.0
16776,t0145,Wind 11,0.0,0.0001197759016818
16777,t0145,Hydro 28,0.0,0.0
16778,t0145,Hydro 26,0.0290532709627871,0.0290532709627871
16779,t0145,Hydro 25,0.0290532709627871,0.0290532709627871
16780,t0145,Hydro 24,0.0,0.0
16781,t0145,Hydro 23,0.0,0.0
16782,t0145,Hydro 22,0.0183891769069041,0.0183891769069041
16783,t0145,Hydro 21,0.0183891769069041,0.0183891769069041
16784,t0145,Hydro 20,0.0183891769069041,0.0183891769069041
16785,t0145,Hydro 19,0.0044190672999814,0.0044190672999814
16786,t0145,Hydro 18,0.2133999999999999,0.2133999999999999
16787,t0145,Hydro 17,0.2134,0.2134
16788,t0145,Hydro 16,0.2134,0.2134
16789,t0145,Hydro 27,0.0290532709627871,0.0290532709627871
